➜  LogisticRegression git:(main) ✗ python MNIST_LogisticRegression_pytorch.py
epoch:1, iteration:    1 training average running loss: 0.248
epoch:1, iteration:   11 training average running loss: 1.048
epoch:1, iteration:   21 training average running loss: 0.442
epoch:1, iteration:   31 training average running loss: 0.348
epoch:1, iteration:   41 training average running loss: 0.280
epoch:1, iteration:   51 training average running loss: 0.259
epoch:1, iteration:   61 training average running loss: 0.248
epoch:1, iteration:   71 training average running loss: 0.240
epoch:1, iteration:   81 training average running loss: 0.229
epoch:1, iteration:   91 training average running loss: 0.198
epoch:1, iteration:  101 training average running loss: 0.214
epoch:1, iteration:  111 training average running loss: 0.198
epoch:2, iteration:    1 training average running loss: 0.015
epoch:2, iteration:   11 training average running loss: 0.191
epoch:2, iteration:   21 training average running loss: 0.180
epoch:2, iteration:   31 training average running loss: 0.182
epoch:2, iteration:   41 training average running loss: 0.190
epoch:2, iteration:   51 training average running loss: 0.182
epoch:2, iteration:   61 training average running loss: 0.168
epoch:2, iteration:   71 training average running loss: 0.172
epoch:2, iteration:   81 training average running loss: 0.171
epoch:2, iteration:   91 training average running loss: 0.158
epoch:2, iteration:  101 training average running loss: 0.190
epoch:2, iteration:  111 training average running loss: 0.169
epoch:3, iteration:    1 training average running loss: 0.017
epoch:3, iteration:   11 training average running loss: 0.165
epoch:3, iteration:   21 training average running loss: 0.154
epoch:3, iteration:   31 training average running loss: 0.163
epoch:3, iteration:   41 training average running loss: 0.165
epoch:3, iteration:   51 training average running loss: 0.158
epoch:3, iteration:   61 training average running loss: 0.158
epoch:3, iteration:   71 training average running loss: 0.155
epoch:3, iteration:   81 training average running loss: 0.162
epoch:3, iteration:   91 training average running loss: 0.134
epoch:3, iteration:  101 training average running loss: 0.140
epoch:3, iteration:  111 training average running loss: 0.171
epoch:4, iteration:    1 training average running loss: 0.011
epoch:4, iteration:   11 training average running loss: 0.155
epoch:4, iteration:   21 training average running loss: 0.159
epoch:4, iteration:   31 training average running loss: 0.157
epoch:4, iteration:   41 training average running loss: 0.159
epoch:4, iteration:   51 training average running loss: 0.140
epoch:4, iteration:   61 training average running loss: 0.146
epoch:4, iteration:   71 training average running loss: 0.148
epoch:4, iteration:   81 training average running loss: 0.158
epoch:4, iteration:   91 training average running loss: 0.134
epoch:4, iteration:  101 training average running loss: 0.127
epoch:4, iteration:  111 training average running loss: 0.133
epoch:5, iteration:    1 training average running loss: 0.016
epoch:5, iteration:   11 training average running loss: 0.145
epoch:5, iteration:   21 training average running loss: 0.132
epoch:5, iteration:   31 training average running loss: 0.156
epoch:5, iteration:   41 training average running loss: 0.143
epoch:5, iteration:   51 training average running loss: 0.113
epoch:5, iteration:   61 training average running loss: 0.137
epoch:5, iteration:   71 training average running loss: 0.117
epoch:5, iteration:   81 training average running loss: 0.159
epoch:5, iteration:   91 training average running loss: 0.140
epoch:5, iteration:  101 training average running loss: 0.141
epoch:5, iteration:  111 training average running loss: 0.137
epoch:6, iteration:    1 training average running loss: 0.016
epoch:6, iteration:   11 training average running loss: 0.137
epoch:6, iteration:   21 training average running loss: 0.134
epoch:6, iteration:   31 training average running loss: 0.137
epoch:6, iteration:   41 training average running loss: 0.130
epoch:6, iteration:   51 training average running loss: 0.139
epoch:6, iteration:   61 training average running loss: 0.120
epoch:6, iteration:   71 training average running loss: 0.142
epoch:6, iteration:   81 training average running loss: 0.115
epoch:6, iteration:   91 training average running loss: 0.133
epoch:6, iteration:  101 training average running loss: 0.159
epoch:6, iteration:  111 training average running loss: 0.131
epoch:7, iteration:    1 training average running loss: 0.015
epoch:7, iteration:   11 training average running loss: 0.142
epoch:7, iteration:   21 training average running loss: 0.131
epoch:7, iteration:   31 training average running loss: 0.124
epoch:7, iteration:   41 training average running loss: 0.162
epoch:7, iteration:   51 training average running loss: 0.104
epoch:7, iteration:   61 training average running loss: 0.120
epoch:7, iteration:   71 training average running loss: 0.119
epoch:7, iteration:   81 training average running loss: 0.122
epoch:7, iteration:   91 training average running loss: 0.119
epoch:7, iteration:  101 training average running loss: 0.152
